fire_year,stat_cause_descr,fire_size,fire_size_class,latitude,longitude,owner_code,state,burn_time_hours,discovery_hour,discovery_month
2015,Debris Burning,40,C,38.75,-96.78,14,KS,0.583333333,14,Mar
1994,Lightning,0.5,B,46.86666667,-115.6533333,5,ID,101,8,Aug
1996,Arson,0.02,A,31.755,-81.6133,8,GA,0.633333333,18,Dec
1992,Lightning,0.1,A,34.6167,-106.7672,1,NM,0.5,11,Aug
2011,Lightning,0.1,A,34.91694444,-111.6411111,5,AZ,5.666666667,7,Sep
1998,Lightning,0.1,A,44.43,-114.925,5,ID,18,18,Aug
2011,Powerline,34068,G,30.22777389,-97.211651,13,TX,628.9666667,15,Sep
2011,Lightning,0.1,A,37.19269,-108.58141,2,CO,1.216666667,16,Jul
2001,Lightning,0.5,B,31.0698,-82.9164,14,GA,0,15,May
2012,Lightning,2,B,34.79027778,-94.92,5,OK,2.5,14,May
2007,Miscellaneous,0.1,A,40.76449708,-72.99584133,14,NY,0,16,Jul
2014,Missing/Undefined,8,B,33.912,-116.213633,15,CA,2.016666667,17,Apr
2013,Lightning,0.1,A,38.86638889,-115.2677778,5,NV,48.53333333,11,Aug
2007,Debris Burning,40,C,37.20417,-82.60851,14,KY,0,18,Sep
2000,Miscellaneous,0.1,A,33.833,-106.917,4,NM,3,13,Feb
2005,Lightning,2,B,33.71611111,-111.2177778,5,AZ,2,14,Jun
1996,Children,0.5,B,43.3036,-100.6301,2,SD,1.666666667,12,Jun
2008,Arson,0.01,A,48.0161,-117.5641,8,WA,272.5,13,Jul
2000,Children,1.5,B,48.1097,-105.2075,2,MT,0.333333333,7,Mar
2012,Equipment Use,1,B,33.067963,-80.891663,8,SC,1.25,12,May
1994,Arson,1,B,34.3501,-94.6169,8,OK,1.416666667,16,Mar
2000,Lightning,0.2,A,33.63,-109.47,5,AZ,25.5,12,Jun
1992,Arson,36,C,32.77397366,-89.64625307,14,MS,2.083333333,15,Feb
2005,Miscellaneous,0.1,A,37.22194,-120.37037,6,CA,0.5,6,Aug
1995,Lightning,0.1,A,44.305,-118.7516667,5,OR,13.86666667,16,Jul
2003,Arson,0.3,B,33.579961,-116.954439,8,CA,1.166666667,7,Jul
2002,Miscellaneous,1.5,B,48.7972,-99.866,2,ND,0.666666667,19,Apr
1992,Miscellaneous,1.67,B,31.0012,-82.6368,8,GA,0.833333333,18,May
2014,Lightning,0.1,A,37.5022,-114.315,1,NV,3.833333333,16,Jul
2002,Debris Burning,1,B,37.394,-83.246,14,KY,0,20,Apr
2006,Debris Burning,0.5,B,31.663655,-87.65855,14,AL,1.5,14,Jul
1999,Children,0.5,B,48,-94.8503,2,MN,0.283333333,15,Apr
2014,Miscellaneous,2,B,46.38967,-100.58942,2,ND,1.166666667,4,Oct
2014,Equipment Use,0.2,A,35.14905,-79.8558,14,NC,0.483333333,17,Feb
2007,Miscellaneous,0.1,A,35.4328,-112.1657,14,AZ,0,11,Aug
2000,Miscellaneous,0.1,A,40.68443655,-73.45788702,14,NY,0,18,Oct
2012,Miscellaneous,2.34,B,41.5327,-79.2643,14,PA,1.183333333,15,Mar
1998,Lightning,0.1,A,35.88333333,-112.165,5,AZ,22.28333333,16,Jul
2012,Arson,0.5,B,39.917485,-74.208005,8,NJ,135.6666667,18,Apr
2013,Equipment Use,1,B,38.02025,-120.585767,14,CA,0.55,12,Oct
2013,Missing/Undefined,0.6,B,44.78718,-84.64266,7,MI,0.433333333,14,Aug
1996,Miscellaneous,189,D,29.166,-95.2167,4,TX,4,8,Aug
1998,Debris Burning,6,B,48.3,-109.9688,2,MT,3.5,15,Apr
2011,Lightning,15,C,34.89555556,-119.0533333,5,CA,0.583333333,16,Sep
2005,Miscellaneous,0.1,A,44.395611,-75.45372049,14,NY,0,18,Apr
2000,Railroad,2.19,B,31.6698,-83.1116,8,GA,0,12,Jul
2006,Lightning,0.3,B,48.80722222,-117.2347222,5,WA,52.2,8,Aug
1996,Missing/Undefined,0.1,A,34.89189881,-94.88210308,14,OK,0.25,13,Mar
2014,Miscellaneous,0.1,A,40.8368,-72.9212,14,NY,1920.283333,11,Apr
2008,Campfire,0.1,A,44.74527778,-107.4025,5,WY,3,15,Jul
2002,Lightning,0.1,A,38.5783,-114.7469,1,NV,2.75,17,Aug
2009,Miscellaneous,0.25,A,39.85266,-123.729905,13,CA,1.116666667,14,Sep
2002,Debris Burning,3.5,B,33.5216,-84.8755,7,GA,0,14,Feb
2007,Miscellaneous,0.1,A,47.87361111,-121.4205556,5,WA,0.5,14,Sep
2006,Debris Burning,36,C,43.08861,-115.77411,8,ID,2.866666667,13,Jun
1998,Equipment Use,0.1,A,33.852831,-117.007389,8,CA,0.283333333,22,Sep
2013,Campfire,0.1,A,43.03638889,-73.13138889,5,VT,0.5,14,Apr
2001,Debris Burning,1.05,B,32.9214,-84.1169,8,GA,0,13,Apr
2015,Miscellaneous,80,C,38.78,-98.84,14,KS,2.583333333,16,Jun
2008,Debris Burning,0.1,A,35.8342,-109.4257,2,AZ,2,14,Apr
2007,Miscellaneous,2.6,B,31.13222222,-88.98416667,5,MS,24.46666667,16,Apr
2010,Debris Burning,1,B,45.65917,-87.3425,2,MI,0.55,13,May
2010,Miscellaneous,0.5,B,39.308498,-120.907867,13,CA,0.4,13,Oct
1994,Lightning,0.1,A,42.6602,-113.0014,6,ID,2.233333333,17,Aug
2015,Missing/Undefined,0.5,B,41.15,-120.12,1,CA,3.75,14,Aug
2000,Lightning,0.1,A,40.0966,-108.122,1,CO,2.5,15,Jul
2012,Lightning,0.1,A,39.38222222,-120.1119444,5,CA,2.716666667,11,Aug
1998,Debris Burning,0.1,A,40.0666,-109.6174,2,UT,3.283333333,17,Nov
1993,Miscellaneous,15,C,39.8,-108.3673,1,CO,53.58333333,13,Aug
2013,Missing/Undefined,0.1,A,37.3689,-111.8439,1,UT,113.95,19,Aug
1997,Campfire,0.1,A,31.70166667,-110.8833333,5,AZ,0.5,7,Oct
2005,Arson,0.3,B,35.507566,-83.964127,3,TN,24.5,16,Dec
2002,Fireworks,0.1,A,44.058,-99.5776,2,SD,0.5,20,Jul
2013,Arson,110,D,36.28516,-96.40705,7,OK,5.5,12,Mar
2003,Lightning,0.1,A,40.83472222,-123.1680556,5,CA,169.5,16,Sep
1995,Miscellaneous,0.12,A,44.1938938,-89.44359993,14,WI,0.316666667,14,Jul
2002,Arson,142,D,47.78055556,-120.1438889,5,WA,22.88333333,13,Jul
2010,Miscellaneous,0.3,B,35.08152,-108.80857,2,NM,28.73333333,11,Dec
1992,Missing/Undefined,60,C,34.99340004,-95.62129983,14,OK,3,16,May
1999,Arson,0.1,A,35.69666667,-94.465,5,AR,15,19,Jan
2009,Miscellaneous,0.1,A,43.31162537,-73.60065747,14,NY,0,16,Nov
2011,Campfire,0.1,A,48.9955,-121.0689,3,WA,0.583333333,17,Jul
2001,Lightning,0.1,A,38.07833333,-108.3386111,5,CO,2.5,18,Jul
1992,Arson,0.05,A,30.9504,-84.8727,14,GA,0.55,13,May
2008,Smoking,0.1,A,40.6374168,-74.12460144,14,NY,0,21,Jul
2000,Equipment Use,1008,F,19.4478,-155.29134,3,HI,147.5,14,Jun
1992,Lightning,0.1,A,42.3832,-121.6511,1,OR,24.76666667,14,May
1996,Smoking,0.01,A,34.9101,-85.1994,8,GA,1.833333333,18,Apr
2012,Campfire,0.1,A,46.43722222,-111.8805556,5,MT,0.566666667,16,Jun
1993,Arson,0.75,B,33.8303,-85.372,8,GA,2.75,16,Feb
2015,Debris Burning,5,B,36.25734,-92.78937,8,AR,1.916666667,16,Mar
2005,Miscellaneous,1,B,42.69341686,-73.80528125,14,NY,0,17,Oct
1999,Arson,40,C,37.77143,-113.97806,1,UT,8.283333333,9,Jul
1994,Debris Burning,0.42,B,45.95387944,-88.33842084,14,WI,0.2,13,May
2015,Arson,0.01,A,40.614483,-122.296533,14,CA,8.233333333,5,Jul
2011,Fireworks,0.1,A,46.37658,-120.34465,2,WA,0.25,22,Jul
2008,Miscellaneous,2.23,B,43.34547329,-75.75736852,14,NY,0,12,Apr
1998,Lightning,0.2,A,44.57333333,-114.7483333,5,ID,10.66666667,8,Aug
1999,Arson,0.3,B,33.2,-86.06888889,5,AL,0.25,14,Feb
2001,Debris Burning,0.1,A,41.44670074,-74.02479578,14,NY,0,18,Nov
1996,Debris Burning,2,B,47.8666,-95.0169,2,MN,0.5,3,Oct
2012,Lightning,0.2,A,34.74361111,-111.3780556,5,AZ,92.11666667,16,Aug
1997,Arson,1,B,31.74569285,-90.95347439,14,MS,0.25,14,Feb
1992,Arson,1,B,31.22273875,-89.35417732,14,MS,0.75,17,Jan
2014,Miscellaneous,1,B,42.12319,-97.60185,14,NE,0.816666667,18,Apr
2003,Lightning,0.3,B,38.01120931,-81.79509345,8,WV,0,13,Mar
2000,Lightning,0.5,B,43.7351,-119.2233,1,OR,3.9,10,May
2008,Campfire,1,B,31.27055556,-92.64805556,5,LA,0.75,12,Jan
2013,Miscellaneous,0.1,A,44.9124,-74.8631,14,NY,6.116666667,11,Jun
1998,Lightning,0.2,A,48.49,-120.35,5,WA,13.85,10,Aug
2013,Miscellaneous,0.2,A,45.4269,-108.5737,2,MT,0.333333333,14,Aug
2015,Equipment Use,1,B,43.5539,-73.8568,8,NY,4.466666667,17,Jul
1999,Debris Burning,3,B,31.14755664,-89.7396892,14,MS,1.583333333,14,Dec
1994,Arson,8,B,34.70858354,-88.27491882,14,MS,1.833333333,14,Feb
1996,Debris Burning,0.2,A,44.1516509,-90.49876932,14,WI,0.25,13,Apr
1996,Equipment Use,0.1,A,45.8167,-100.8004,2,SD,0.366666667,12,Jul
1995,Smoking,47.9,C,36.97,-92.91833333,13,MO,3,16,Feb
2014,Arson,2,B,38.35121292,-82.51526707,8,WV,3,17,Mar
2001,Campfire,5,B,37.36,-80.17333333,5,VA,152,9,Nov
2007,Debris Burning,3,B,37.29223,-82.74101,14,KY,24,19,Sep
1993,Arson,0.1,A,43.125,-102.8755,2,SD,0.666666667,17,Sep
2015,Smoking,0.25,A,40.7117,-74.9075,12,NJ,137.0333333,16,May
1996,Campfire,0.1,A,60.88333333,-149.1583333,5,AK,3.666666667,14,Sep
1995,Arson,2,B,31.23190422,-89.06314844,14,MS,0.7,15,Mar
2000,Debris Burning,0.14,A,31.9787,-84.3986,8,GA,0,15,Oct
1997,Lightning,0.1,A,47.70064,-123.29572,3,WA,433,15,Aug
1994,Miscellaneous,0.4,B,32.3379,-81.8717,14,GA,0.883333333,18,Feb
1994,Lightning,0.1,A,42.75333333,-121.6533333,5,OR,3,17,Sep
2012,Lightning,1.5,B,28.8122,-80.9291,8,FL,25.83333333,14,Jul
2012,Arson,0.3,B,31.25479722,-83.76936389,8,GA,1.333333333,13,Jul
2007,Arson,0.25,A,36.76583333,-84.40972222,5,KY,1.566666667,15,Nov
2013,Miscellaneous,0.1,A,39.1103,-108.5635,14,CO,0.5,22,Jun
2012,Arson,175,D,36.03455,-81.57613333,8,NC,102.8166667,11,Nov
2003,Miscellaneous,1.67,B,43.19072173,-77.79830386,14,NY,0,13,Apr
2014,Equipment Use,0.14,A,37.8857,-120.500183,14,CA,0.133333333,14,May
1992,Debris Burning,8.13,B,32.5273,-84.4412,8,GA,1.166666667,13,Mar
2011,Lightning,0.1,A,45.223944,-69.617494,14,ME,18.5,19,Aug
1998,Lightning,4404,F,33.455,-108.7,5,NM,603,9,Sep
2005,Missing/Undefined,185,D,37.954167,-93.050278,14,MO,25.55,12,Mar
1998,Miscellaneous,0.1,A,34.24333333,-117.285,13,CA,1,22,Jul
2003,Debris Burning,1,B,42.2419,-96.5534,2,NE,0.416666667,15,Aug
2000,Lightning,0.1,A,34.0184,-109.729,2,AZ,2.166666667,10,Aug
1997,Lightning,0.1,A,41.2516,-109.4368,1,WY,3,13,Aug
2005,Miscellaneous,0.1,A,48.27222222,-117.4219444,5,WA,1,17,Apr
2015,Lightning,0.1,A,37.21666667,-107.5,5,CO,837.0833333,14,Sep
1994,Campfire,3,B,31.32333333,-94.29888889,5,TX,1.25,14,Oct
1998,Lightning,0.1,A,34.98666667,-112.4933333,5,AZ,99.26666667,14,Jul
2010,Campfire,0.1,A,42.2019444,-114.288611,5,ID,1,14,Oct
1993,Arson,1.5,B,33.18333333,-86.15,5,AL,3.166666667,12,Mar
2003,Lightning,0.2,A,44.62638889,-118.0688889,5,OR,2.35,15,Aug
2014,Miscellaneous,0.1,A,32.6686,-114.4127,14,AZ,0.333333333,16,May
2003,Lightning,0.1,A,39.8533,-108.8329,1,CO,2.433333333,17,Jun
2000,Campfire,0.87,B,31.0356,-83.2972,8,GA,0,10,Dec
2010,Campfire,0.1,A,37.4441667,-106.901389,5,CO,1.333333333,14,Aug
2011,Lightning,1.5,B,43.3267,-102.7867,2,SD,1.15,18,Aug
2014,Missing/Undefined,0.1,A,38.860674,-122.709604,14,CA,0.316666667,23,Jul
2013,Missing/Undefined,0.1,A,37.30235,-120.651083,14,CA,0.166666667,10,Jul
2015,Missing/Undefined,0.01,A,38.471783,-123.00675,14,CA,0.3,0,May
2006,Lightning,0.25,A,45.76361111,-104.6552778,5,MT,11.5,2,Sep
1994,Missing/Undefined,1,B,34.4122004,-95.07279963,14,OK,1,18,Feb
1992,Lightning,0.1,A,39.45,-105.505,5,CO,2.166666667,16,Aug
2004,Lightning,0.1,A,34.36583333,-111.1163889,5,AZ,5.5,13,Jul
2009,Miscellaneous,0.1,A,42.70880806,-77.3809556,14,NY,0,12,Sep
1993,Smoking,5,B,32.32763501,-109.75375,14,AZ,3.066666667,14,Jul
2011,Lightning,0.1,A,35.576994,-106.376257,2,NM,22.08333333,16,Aug
2000,Debris Burning,800,E,36.4056,-96.4734,2,OK,2,12,Apr
2013,Miscellaneous,1,B,38.809217,-123.007283,14,CA,0.5,10,Nov
2002,Arson,0.08,A,33.1137523,-84.31753285,8,GA,0,15,Jul
2011,Powerline,0.1,A,45.8558,-91.3058,2,WI,0.833333333,14,May
2005,Campfire,0.1,A,36.999,-113.5716,7,AZ,0.5,22,May
1996,Arson,49.54,C,31.5325,-82.578,8,GA,1.283333333,13,Mar
2008,Miscellaneous,1.5,B,44.80723146,-74.68033223,14,NY,0,17,Aug
2006,Equipment Use,160,D,47.803,-102.2494,2,ND,7.75,16,Sep
2001,Smoking,0.1,A,31.4469,-82.8785,8,GA,0,15,Nov
2002,Debris Burning,0.76,B,31.344,-82.8779,8,GA,0,14,Feb
1995,Lightning,0.2,A,34.53166667,-111.0266667,5,AZ,2.75,13,Jul
2004,Arson,3.4,B,36.71888889,-93.74666667,13,MO,17.25,16,Nov
2015,Miscellaneous,0.1,A,48.3446,-116.603103,1,ID,3.85,8,Jul
2001,Equipment Use,0.1,A,35.4622,-115.4778,1,CA,1.066666667,12,May
1996,Lightning,0.1,A,43.421,-120.7247,1,OR,10.43333333,6,Aug
2009,Children,1,B,38.294342,-77.733831,3,VA,2.566666667,16,Apr
1997,Lightning,0.1,A,46.29166667,-114.255,5,MT,5,15,Aug
1999,Arson,1,B,36.81805556,-92.96805556,5,MO,0.75,18,Feb
2001,Campfire,0.1,A,44.2551,-121.4231,1,OR,1.25,12,Jun
2009,Campfire,0.1,A,38.9,-120.005,5,CA,0.333333333,9,Aug
1999,Debris Burning,1,B,33.40057733,-89.0650861,14,MS,1.25,15,Oct
1992,Miscellaneous,0.3,B,32.5334,-112.0007,2,AZ,1.25,13,May
1992,Debris Burning,0.2,A,46.98333364,-67.81666657,14,ME,0.416666667,9,Apr
2014,Fireworks,1,B,44.57166,-105.86566,8,WY,0.6,22,Jul
2011,Debris Burning,2.8,B,32.42388522,-81.60354851,8,GA,0.666666667,13,Feb
1992,Debris Burning,10.01,C,31.7207,-81.4126,8,GA,4.333333333,12,Mar
1999,Arson,0.2,A,41.0665,-123.6845,2,CA,0.266666667,23,Jul
2000,Lightning,0.3,B,45.58333333,-114.1833333,5,MT,36.51666667,11,Jun
2011,Equipment Use,75,C,33.32184,-103.1578,8,NM,0.616666667,15,Jul
1997,Arson,0.1,A,41.87,-123.8116667,5,CA,1.166666667,10,Aug
2015,Missing/Undefined,0.1,A,39.45536,-121.246866,13,CA,0.416666667,19,Oct
1998,Campfire,0.2,A,34.83666667,-111.6383333,5,AZ,2.5,11,Aug
1997,Lightning,0.1,A,44.81666667,-118.605,5,OR,7,18,Aug
1999,Debris Burning,0.1,A,38.48280031,-81.17840224,8,WV,0,13,Sep
2001,Lightning,50,C,34.89583333,-93.06944444,5,AR,20,18,Apr
2015,Debris Burning,5,B,40.32914,-99.08711,14,NE,1.55,13,Mar
2002,Railroad,6.59,B,44.19797,-84.05523,8,MI,0,19,Jun
2007,Miscellaneous,0.5,B,40.063521,-122.102904,6,CA,0.25,9,Jun
2004,Arson,0.5,B,38.09064095,-82.4256939,8,WV,0,20,Apr
2011,Smoking,0.1,A,35.651417,-84.873067,7,TN,0.583333333,13,Aug
1999,Children,0.1,A,47.8722,-95.0781,2,MN,0.666666667,14,May
1995,Lightning,0.1,A,43.90166667,-115.7316667,13,ID,2.333333333,6,Aug
2001,Arson,10,C,34.93333333,-93.125,5,AR,4.5,7,Mar
1996,Lightning,0.1,A,40.82333333,-121.155,5,CA,11.5,6,Aug
2015,Lightning,0.1,A,42.61694444,-121.8019444,5,OR,4.1,13,Jun
1994,Lightning,0.1,A,43.42,-122.1330556,5,OR,4,11,Jul
1998,Arson,6,B,30.51791458,-88.7644324,14,MS,1.3,14,Apr
2004,Children,1,B,33.3645,-110.4526,2,AZ,0.983333333,0,Jul
2000,Debris Burning,2.15,B,32.904,-83.3961,8,GA,0,15,Jan
1995,Miscellaneous,20,C,33.81607815,-112.1412,14,AZ,2,16,May
2000,Campfire,0.1,A,33.3,-111.25,5,AZ,0.5,11,Jul
2000,Lightning,0.02,A,32.2355,-83.2264,8,GA,0,15,Jul
2011,Equipment Use,20,C,33.04598,-92.6803,8,AR,4,14,Jun
2001,Debris Burning,1,B,36.761657,-80.414732,8,VA,0.916666667,17,Apr
1994,Lightning,0.1,A,48.4833,-108.7674,2,MT,0.25,11,Aug
2012,Railroad,0.2,A,39.85944444,-120.7233333,13,CA,5.566666667,12,Jul
1999,Debris Burning,2,B,47.8666,-94.968,2,MN,0.5,15,Apr
1994,Arson,41,C,38.05160168,-81.45485322,8,WV,0,20,Apr
2009,Campfire,0.1,A,44.33,-106.8131,1,WY,2.25,13,Jul
2014,Lightning,1.5,B,44.6453,-121.7639,2,OR,2302.133333,18,Jul
2007,Miscellaneous,4,B,41.48131797,-74.06693399,14,NY,0,18,May
2012,Equipment Use,0.2,A,36.01023333,-77.91043333,7,NC,0.216666667,10,Dec
1994,Campfire,5,B,46.0667,-100.6504,2,ND,0.166666667,22,Aug
2010,Children,0.1,A,35.6558,-81.35278888,8,NC,0.5,19,Oct
2013,Miscellaneous,0.1,A,45.3822,-100.9935,9,SD,21.53333333,16,Oct
1994,Lightning,2,B,45.335,-115.44,5,ID,4,10,Sep
2015,Equipment Use,0.3,B,46.4528084,-94.65368652,8,MN,1.166666667,14,Sep
2011,Lightning,1,B,35.662222,-105.628611,8,NM,3.183333333,17,Aug
1994,Lightning,0.2,A,45.55833333,-115.37,5,ID,28.53333333,19,Aug
1996,Campfire,0.1,A,32.5848,-116.8347,1,CA,0.5,14,Apr
2013,Fireworks,1,B,35.28003333,-79.13736667,8,NC,1.116666667,16,Apr
1994,Debris Burning,1.1,B,47.4999,-92.5335,8,MN,0.5,10,Apr
2014,Equipment Use,0.1,A,43.18707,-116.02541,1,ID,0.15,12,Jul
2001,Debris Burning,0.25,A,31.361,-82.0971,8,GA,0,14,Feb
2010,Miscellaneous,0.1,A,35.0373,-108.70577,2,NM,0.833333333,15,Nov
2012,Equipment Use,0.75,B,41.10778,-79.62667,14,PA,0.6,17,Jun
1996,Smoking,0.4,B,45.6166,-107.4506,2,MT,0.383333333,15,Aug
2010,Debris Burning,0.1,A,43.0247,-102.58,2,SD,0.1,14,Jul
2009,Missing/Undefined,6.5,B,37.830726,-121.624823,13,CA,0.583333333,2,May
2001,Smoking,1,B,41.1067458,-74.08714257,14,NY,0,12,Aug
2002,Arson,0.3,B,41.0999,-123.7012,2,CA,1.216666667,6,Jun
1993,Arson,30,C,46.28333292,-67.88333125,14,ME,2.75,13,Apr
2007,Campfire,0.1,A,38.92055556,-104.9580556,5,CO,0.116666667,10,Sep
1995,Arson,0.3,B,34.15666667,-117.775,13,CA,0.266666667,23,Aug
1994,Lightning,0.1,A,39.5833,-107.3173,1,CO,18.3,19,Jul
1993,Campfire,0.2,A,43.89833333,-119.6066667,5,OR,3.25,15,Jul
2005,Lightning,0.1,A,45.053,-101.0932,8,SD,1.25,18,Sep
2015,Miscellaneous,10,C,37.33,-95.71,14,KS,1.416666667,15,Apr
1995,Debris Burning,0.1,A,37.53333333,-119.0666667,6,CA,1.433333333,11,Aug
2011,Miscellaneous,12,C,33.08316,-92.22626,8,AR,3.016666667,9,Apr
2015,Structure,0.01,A,37.56,-97.26,14,KS,1.166666667,15,Apr
2002,Equipment Use,0.1,A,34.9636,-114.5983,2,AZ,0.683333333,10,Aug
2014,Lightning,45,C,33.34361111,-111.1144444,5,AZ,75,15,Jul
1995,Equipment Use,0.7,B,31.6014,-83.594,14,GA,0.5,12,May
2012,Debris Burning,0.2,A,35.27758333,-79.41841667,8,NC,0.833333333,12,Apr
1998,Debris Burning,0.1,A,43.0272,-102.5643,2,SD,0.083333333,11,Sep
2006,Arson,0.3,B,32.414496,-85.771559,14,AL,0.2,15,Sep
1999,Children,2,B,43.5706,-100.7821,2,SD,3.5,15,Oct
2012,Debris Burning,2,B,44.505806,-68.225056,14,ME,0.833333333,15,Mar
1998,Miscellaneous,0.2,A,44.96777778,-115.3172222,5,ID,329,19,Oct
2005,Miscellaneous,0.5,B,38.7972,-119.7525,9,CA,7.683333333,3,Sep
2012,Debris Burning,0.3,B,31.57781944,-82.03831389,8,GA,0.583333333,22,Jul
2002,Debris Burning,0.01,A,31.1902,-84.1555,8,GA,0,16,May
2014,Fireworks,0.1,A,48.1031,-105.6733,2,MT,0.116666667,17,Jun
2002,Miscellaneous,15,C,63.9551,-146.5715,6,AK,290.4166667,11,Jun
2001,Debris Burning,0.58,B,31.3104,-84.9362,8,GA,0,18,Oct
1997,Lightning,0.1,A,47.405,-114.85,5,MT,15,22,Aug
2001,Lightning,0.2,A,36.7695,-107.1962,2,NM,1.75,18,Aug
2010,Campfire,0.1,A,39.0280556,-86.3161111,5,IN,0.166666667,17,Apr
2014,Debris Burning,7,B,36.575317,-84.553667,8,TN,1.75,16,Mar
2011,Debris Burning,0.1,A,40.70235984,-73.9128131,14,NY,0.45,11,Aug
2002,Miscellaneous,0.1,A,36.030661,-121.073739,8,CA,0.616666667,19,Aug
1994,Lightning,6.5,B,45.2111,-101.6729,2,SD,0.833333333,13,May
1994,Missing/Undefined,8,B,36.08020004,-95.09089663,14,OK,1.366666667,20,Mar
2011,Debris Burning,1,B,33.52811,-92.543,8,AR,0.383333333,16,Jun
2009,Lightning,0.1,A,40.52611111,-123.1244444,5,CA,3,19,May
2001,Lightning,4,B,32.7329,-84.2184,7,GA,0,15,Nov
2014,Campfire,2,B,31.46492721,-89.68221488,8,MS,1.55,13,May
1998,Missing/Undefined,0.3,B,48.04715,-114.50623,14,MT,161.9166667,20,May
2011,Arson,1.3,B,46.82408149,-94.82207688,14,MN,1.333333333,21,Nov
2006,Lightning,97,C,28.63333333,-80.88333333,4,FL,3.5,16,May
2005,Structure,0.1,A,43.2011,-102.4439,2,SD,2.833333333,6,Aug
2010,Miscellaneous,0.1,A,41.397363,-72.9222116,14,CT,0.183333333,13,May
1999,Lightning,0.1,A,45.60166667,-118.3508333,5,OR,19.25,15,Aug
2013,Debris Burning,0.5,B,35.22076667,-79.36015,8,NC,0.4,14,Mar
2010,Equipment Use,0.1,A,34.3152778,-117.476944,5,CA,0.466666667,17,Dec
2014,Debris Burning,20,C,33.512642,-79.20874,8,SC,4.8,17,Jan
2015,Lightning,0.1,A,36.4323,-112.707803,3,AZ,358.3666667,15,Jul
1995,Arson,1,B,31.93653279,-88.73376273,14,MS,0.366666667,11,Dec
2011,Equipment Use,480,E,34.0443,-104.5434,8,NM,1.1,17,Mar
2008,Children,0.1,A,43.3044,-100.6392,8,SD,2.933333333,14,Aug
2002,Lightning,0.1,A,38.76694444,-119.9677778,5,CA,27.48333333,14,Jul
1993,Lightning,0.13,A,30.8299,-83.0148,8,GA,18,22,Jul
2004,Lightning,0.1,A,36.8025,-107.5512,1,NM,0.133333333,17,Aug
2014,Miscellaneous,12,C,34.76114541,-88.12834547,8,MS,2.766666667,22,Jan
2003,Miscellaneous,0.1,A,40.19555556,-121.1133333,5,CA,0.033333333,16,Jul
2010,Equipment Use,1,B,34.66833333,-79.475,14,NC,1,14,Mar
1999,Arson,10,C,35.7301,-94.5697,2,OK,1.75,13,Oct
1994,Lightning,0.5,B,46.72333333,-121.0916667,5,WA,2.166666667,13,Jun
1992,Debris Burning,1.8,B,31.6697,-82.6988,8,GA,0.966666667,13,Apr
2005,Lightning,0.1,A,37.99,-119.9680556,5,CA,8.45,6,Sep
2000,Arson,0.7,B,41.75277778,-111.7097222,5,UT,5.5,13,Sep
1995,Miscellaneous,3,B,33.3017,-110.4573,2,AZ,4,8,Jun
2000,Debris Burning,0.1,A,37.236482,-120.370306,6,CA,0.75,17,Aug
1994,Lightning,0.1,A,34.78833333,-111.525,5,AZ,6.933333333,8,Aug
1992,Arson,11.78,C,32.2007,-81.5895,8,GA,2.9,12,Apr
2014,Debris Burning,1,B,35.63558333,-82.0621,14,NC,1.3,14,Jan
1992,Lightning,0.2,A,44.695,-115.7533333,5,ID,4.75,14,Jul
2014,Lightning,0.01,A,47.59027778,-120.4466667,5,WA,2.95,9,Aug
1992,Lightning,5,B,26.00797,-81.1032,3,FL,0,11,Aug
2013,Lightning,0.1,A,34.20611111,-105.7305556,5,NM,6.033333333,7,Aug
1993,Miscellaneous,0.2,A,44.15000175,-70.68333511,14,ME,1.25,10,Jul
2006,Equipment Use,151,D,43.93826,-116.8626,1,ID,22.41666667,16,Jun
1992,Lightning,0.1,A,39.16833333,-106.0516667,5,CO,1,22,Aug
1997,Debris Burning,2.5,B,48.3055,-109.8508,2,MT,2,20,Apr
2009,Campfire,0.3,B,47.76777778,-115.2880556,5,MT,28,14,Sep
1994,Lightning,0.3,B,40.05,-108.3006,1,CO,3.95,16,Sep
2011,Arson,0.1,A,35.00715,-95.03828333,8,OK,0,16,Mar
2009,Lightning,0.1,A,48.62638889,-120.15,5,WA,5.55,9,Jul
2012,Miscellaneous,0.2,A,35.74533333,-80.518,8,NC,0.566666667,15,Jul
2001,Miscellaneous,1,B,45.8181,-100.8374,2,SD,1.333333333,17,Aug
2004,Lightning,0.5,B,31.91333333,-110.4969444,5,AZ,20,18,Aug
1999,Lightning,3,B,34.93,-94.22833333,14,AR,3.416666667,17,Aug
2011,Debris Burning,0.01,A,33.28780583,-81.96710309,8,GA,0.766666667,19,Oct
2004,Debris Burning,22,C,34.423542,-87.170692,14,AL,0.833333333,13,Mar
2008,Arson,0.1,A,30.43944444,-89.69194444,4,LA,0,8,Dec
2013,Children,0.1,A,44.601889,-70.210194,14,ME,0.25,17,Oct
1996,Miscellaneous,87,C,43.8332,-116.8538,1,ID,1.583333333,14,Jul
2015,Lightning,0.1,A,46.37972222,-111.7352778,5,MT,1.4,19,Aug
2012,Lightning,5,B,32.22083333,-94.62333333,14,TX,1.933333333,16,Aug
2008,Miscellaneous,0.1,A,40.71233198,-73.28862401,14,NY,0,13,Oct
2015,Miscellaneous,6,B,38.58599,-82.658971,14,OH,0.166666667,13,Nov
2001,Lightning,0.1,A,43.509,-119.208,1,OR,2.25,18,Aug
