objectid,fod_id,fpa_id,source_system_type,source_system,nwcg_reporting_agency,nwcg_reporting_unit_id,nwcg_reporting_unit_name,source_reporting_unit,source_reporting_unit_name,local_fire_report_id,local_incident_id,fire_code,fire_name,ics_209_incident_number,ics_209_name,mtbs_id,mtbs_fire_name,complex_name,fire_year,discovery_date,discovery_doy,discovery_time,stat_cause_descr,cont_date,cont_doy,cont_time,fire_size,fire_size_class,latitude,longitude,owner_code,owner_descr,state,county,fips_code,fips_name,year,month,doy,fire_size_log
539123,579910,SFO-NJ01760606-C041809,NONFED,ST-NASF,ST/C&L,USNJNJS,New Jersey Forest Fire Service,NJNJC,New Jersey Forest Fire Service Division C,NA,C041809,NA,NA,NA,NA,NA,NA,NA,2006,8688-05-24,108,NA,Debris Burning,NA,NA,NA,0.25,A,39.402589999999996,-74.60329001,14,MISSING/NOT SPECIFIED,NJ,Atlantic,001,Atlantic,8688,May,145,0.22314355131420976
1492254,201162631,2011GAGAS-FY2011-Upson-047,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,FY2011-Upson-047,NA,FY2011-UPSON-047,NA,NA,NA,NA,NA,2011,8693-03-26,49,1540,Debris Burning,2455610.5,49,1603,0.23,A,32.90981445,-84.26812131,8,PRIVATE,GA,Upson               ,293,Upson,8693,Mar,85,0.20701416938432612
1015713,1145202,TFS_NC_194159,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS206,NCS Region 2 District 6,NA,95-082,NA,NA,NA,NA,NA,NA,NA,1995,8677-09-26,233,NA,Debris Burning,NA,NA,NA,2,B,35.1017,-78.5583,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8677,Sep,269,1.0986122886681098
792010,898011,SCHMIDT_55009849,NONFED,ST-WIWIS,ST/C&L,USWIWIS,Wisconsin Department of Natural Resources,WIWIS,Wisconsin Department of Natural Resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,8677-05-06,90,1608,Debris Burning,2449807.5,90,1623,0.07,A,45.57621578,-89.35245934,14,MISSING/NOT SPECIFIED,WI,Oneida,085,Oneida,8677,May,126,0.06765864847381481
1406502,19102501,SFO-GA-UPS-57-3/15/1996-1500,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,57,NA,NA,NA,NA,NA,NA,NA,1996,8678-04-21,75,1500,Debris Burning,2450157.5,75,1525,0.3,B,32.9387,-84.4428,8,PRIVATE,GA,Upson               ,293,Upson,8678,Apr,111,0.26236426446749106
295454,301016,W-350475,FED,DOI-WFMI,BIA,USNMZUA,Zuni Agency,NMZUA,Zuni Agency,25,NA,NA,TEKAPO,NA,NA,NA,NA,NA,2001,8683-04-25,78,1514,Debris Burning,2451987.5,78,1540,0.1,A,35.032,-108.9226,2,BIA,NM,NA,NA,NA,8683,Apr,115,0.09531017980432487
460504,494836,SFO-GA0456-39-057-0006-11,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Rome,"GAS Coosa District, Rome Office",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,8691-12-15,312,NA,Debris Burning,NA,NA,NA,0.12,A,34.35644597,-84.56940254,14,MISSING/NOT SPECIFIED,GA,Cherokee,057,Cherokee,8691,Dec,349,0.11332868530700317
1683796,201848142,SFO-2013OKOKS20002A,NONFED,ST-NASF,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS,Oklahoma Division of Forestry,NA,20002A,NA,NA,NA,NA,NA,NA,NA,2013,8695-02-22,16,1345,Debris Burning,2456308.5,16,1455,15,C,34.60167,-95.74217,8,PRIVATE,OK,61,121,Pittsburg,8695,Feb,53,2.772588722239781
197703,200362,W-335617,FED,DOI-WFMI,BIA,USNMLAA,Laguna Agency,NMLAA,Laguna Agency,38,NA,NA,DIAMOND,NA,NA,NA,NA,NA,1993,8675-07-31,175,1145,Debris Burning,2449162.5,175,1630,8,B,35.9,-107.2006,2,BIA,NM,NA,NA,NA,8675,Jul,212,2.1972245773362196
1828766,300248428,SFO-2015ALAFC55193,NONFED,ST-NASF,ST/C&L,USALALS,Alabama Forestry Commission,ALAFC,Alabama Forestry Commission,NA,55193,NA,NWR-20151019-004,NA,NA,NA,NA,NA,2015,8697-11-24,292,NA,Debris Burning,2457314.5,292,NA,1.5,B,32.650095,-87.85401,14,MISSING/NOT SPECIFIED,AL,Greene,063,Greene,8697,Nov,328,0.9162907318741551
1766438,300110186,SFO-2014TXLFDX491446,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXLFDX,Local Fire Department,NA,491446,NA,14-0030,NA,NA,NA,NA,NA,2014,8696-02-25,19,NA,Debris Burning,NA,NA,NA,5,B,32.7434048,-94.9895592,14,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur,8696,Feb,56,1.791759469228055
185035,187304,W-378359,FED,DOI-WFMI,BIA,USMNRLA,Red Lake Agency,MNRLA,Red Lake Agency,320,NA,NA,RL320,NA,NA,NA,NA,NA,1998,8680-05-30,114,2330,Debris Burning,2450928.5,115,0010,0.3,B,47.8666,-95.0503,2,BIA,MN,NA,NA,NA,8680,May,151,0.26236426446749106
419920,453902,SFO-GA00060503-41-185-0023-01,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Tifton,GAS Tifton Unit,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,8685-02-11,6,NA,Debris Burning,NA,NA,NA,0.21,A,30.91067744,-83.06013575,14,MISSING/NOT SPECIFIED,GA,Lowndes,185,Lowndes,8685,Feb,42,0.1906203596086497
428365,462400,SFO-GA00770404-35-139-0059-01,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Gainesville,"GAS Coosa District, Gainesville Office",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,8686-03-06,29,NA,Debris Burning,NA,NA,NA,0.46,B,34.16707341,-83.99273126,14,MISSING/NOT SPECIFIED,GA,Hall,139,Hall,8686,Mar,65,0.3784364357202451
911690,1038829,SWRA_SC_52458,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS3,SCS Unit 3,NA,7957,NA,NA,NA,NA,NA,NA,NA,1999,8681-09-28,235,NA,Debris Burning,NA,NA,NA,0.5,B,34.6167,-80.4,14,MISSING/NOT SPECIFIED,SC,NA,NA,NA,8681,Sep,271,0.4054651081081644
1822242,300241133,SFO-2015ILDNR11130022,NONFED,ST-NASF,ST/C&L,USILILS,Illinois Division of Forestry Resources,ILDNR,Illinois Department of Natural Resources,NA,11130022,NA,3232015,NA,NA,NA,NA,NA,2015,8697-04-28,82,1405,Debris Burning,2457104.5,82,1437,1,B,39.835781,-91.050073,14,MISSING/NOT SPECIFIED,IL,1,001,Adams,8697,Apr,118,0.6931471805599453
507922,545990,SFO-MN0349-928522,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNMNS,Minnesota Department of Natural Resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,8684-07-05,150,NA,Debris Burning,NA,NA,NA,2,B,46.84173402,-95.8395439,14,MISSING/NOT SPECIFIED,MN,Becker,005,Becker,8684,Jul,187,1.0986122886681098
1634389,201707253,TFS-TXFD2012-424726,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Central VFD,NA,424726,NA,GRASS WOODS/69N,NA,NA,NA,NA,NA,2012,8694-12-15,313,NA,Debris Burning,NA,NA,NA,1,B,31.3977801,-94.7892404,14,MISSING/NOT SPECIFIED,TX,Angelina,005,Angelina,8694,Dec,349,0.6931471805599453
638763,689911,SFO-TX0482-111085,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,8690-01-10,339,NA,Debris Burning,NA,NA,NA,20,C,32.19965,-98.36532,14,MISSING/NOT SPECIFIED,TX,Erath,143,Erath,8690,Jan,10,3.044522437723423
834065,955331,STATE_MS_95688,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MS East Central,MSS East Central District,NA,02-002,NA,NA,NA,NA,NA,NA,NA,2002,8684-04-19,73,1319,Debris Burning,NA,NA,NA,1,B,33.4589,-89.1081,14,MISSING/NOT SPECIFIED,MS,NA,NA,NA,8684,Apr,110,0.6931471805599453
1385863,19081642,SFO-GA-DAD-7-2/5/1993-1215,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,7,NA,NA,NA,NA,NA,NA,NA,1993,8675-03-14,36,1215,Debris Burning,2449023.5,36,1320,2.73,B,34.8245,-85.4899,8,PRIVATE,GA,Dade                ,083,Dade,8675,Mar,73,1.3164082336557241
1261181,1664484,SFO-GA-FY2003-Cook-020,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,FY2003-Cook-020,NA,FY2003-COOK-020,NA,NA,NA,NA,NA,2002,8684-10-10,247,1445,Debris Burning,2452521.5,247,1445,1.48,B,31.32220133,-83.44858552,8,PRIVATE,GA,Cook,075,Cook,8684,Oct,284,0.9082585601768908
1695339,201866336,TFS-TXFD2013-461465,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Bedias Volunteer Fire Dept.,NA,461465,NA,HWY 90 AND CR 155,NA,NA,NA,NA,NA,2013,8695-05-04,87,NA,Debris Burning,NA,NA,NA,1,B,30.672956,-95.968671,8,PRIVATE,TX,Grimes,185,Grimes,8695,May,124,0.6931471805599453
812043,919069,STATE_MS_59099,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MS Southwest,MSS Southwest District,NA,5-5573,NA,NA,NA,NA,NA,NA,NA,2004,8686-02-27,22,NA,Debris Burning,NA,NA,NA,30,C,31.1011,-90.3772,14,MISSING/NOT SPECIFIED,MS,NA,NA,NA,8686,Feb,58,3.4339872044851463
1591940,201609806,SFO-WV-2012-2012-31869,NONFED,ST-NASF,ST/C&L,USWVWVS,West Virginia Division of Forestry,WVDOF,West Virginia Division of Forestry,NA,2012-31869,NA,GOODWILL HOLLOW,NA,NA,NA,NA,NA,2012,8694-03-07,30,1440,Debris Burning,2455956.5,30,1700,8,B,37.34806733,-81.27805457,8,PRIVATE,WV,Mercer,055,Mercer,8694,Mar,66,2.1972245773362196
1479751,201148143,2011CACDFNEU020033,NONFED,ST-NASF,ST/C&L,USCANEU,Nevada-Yuba-Placer Unit,CANEU,Nevada-Yuba-Placer Unit,NA,NEU020033,NA,HWY 193  / RIDGE RD,NA,NA,NA,NA,NA,2011,8693-10-11,248,1311,Equipment Use,NA,NA,NA,0.25,A,38.879175,-121.12773,14,MISSING/NOT SPECIFIED,CA,PLACER,061,Placer,8693,Oct,284,0.22314355131420976
1534402,201389985,TFS-TXFD2009-212639,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXSFD,Uvalde  Fire Department,NA,212639,NA,WILDLAND-5 MILES E FM 140,NA,NA,NA,NA,NA,2009,8691-05-21,104,NA,Equipment Use,NA,NA,NA,11,C,29.126849,-99.678986,13,STATE OR PRIVATE,TX,Uvalde,463,Uvalde,8691,May,141,2.4849066497880004
897919,1023958,SWRA_OK_10536,NONFED,ST-OKOKS,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS4,OKS Unit 4,NA,47,NA,NA,NA,NA,NA,NA,NA,2000,8682-02-28,23,NA,Equipment Use,NA,NA,NA,5,B,34.6156,-95.2786,14,MISSING/NOT SPECIFIED,OK,NA,NA,NA,8682,Feb,59,1.791759469228055
1539319,201395399,TFS-TXFD2009-225389,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Happy VFD,NA,225389,NA,GRASS FIRE WEST ON FM 1075,NA,NA,NA,NA,NA,2009,8691-11-03,270,NA,Equipment Use,NA,NA,NA,10,C,34.73412072,-101.91774776,13,STATE OR PRIVATE,TX,Swisher,437,Swisher,8691,Nov,307,2.3978952727983707
875643,998186,SWRA_GA_54050,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS22,GAS Unit 22,NA,3.9303,NA,NA,NA,NA,NA,NA,NA,1999,8681-07-13,158,NA,Equipment Use,NA,NA,NA,1.5,B,34.1897,-83.9303,14,MISSING/NOT SPECIFIED,GA,NA,NA,NA,8681,Jul,194,0.9162907318741551
412479,446357,SFO-FL052005-16-1341,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,NA,16-1341,NA,NA,NA,NA,NA,NA,NA,2005,8688-01-04,332,NA,Equipment Use,NA,NA,NA,1,B,27.36583,-81.47667001,14,MISSING/NOT SPECIFIED,FL,Highlands,055,Highlands,8688,Jan,4,0.6931471805599453
1062149,1274523,FS-392965,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,43,NA,0000,NEON,NA,NA,NA,NA,NA,2003,8685-07-19,164,1631,Equipment Use,2452803.5,164,1700,0.1,A,34.46611111,-118.33333333,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8685,Jul,200,0.09531017980432487
882136,1004784,SWRA_GA_60650,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS30,GAS Unit 30,NA,1.9329,NA,NA,NA,NA,NA,NA,NA,1999,8681-06-16,131,NA,Equipment Use,NA,NA,NA,6.3,B,32.2181,-81.9328,14,MISSING/NOT SPECIFIED,GA,NA,NA,NA,8681,Jun,167,1.9878743481543455
926362,1053760,SWRA_SC_67392,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS1,SCS Unit 1,NA,P053,NA,NA,NA,NA,NA,NA,NA,2002,8684-09-26,233,NA,Equipment Use,NA,NA,NA,5,B,34.3333,-82.15,14,MISSING/NOT SPECIFIED,SC,NA,NA,NA,8684,Sep,270,1.791759469228055
1555833,201413538,TFS-TXFD2011-324798,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Grape Creek VFD,NA,324798,NA,US HWY 87 N. @ CHADBOURNE ST.,NA,NA,NA,NA,NA,2011,8693-07-08,153,NA,Equipment Use,NA,NA,NA,1,B,31.4657788,-100.4381229,13,STATE OR PRIVATE,TX,Tom Green,451,Tom Green,8693,Jul,189,0.6931471805599453
1003709,1133000,TFS_NC_181895,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS113,NCS Region 1 District 13,NA,93-028,NA,NA,NA,NA,NA,NA,NA,1993,8675-06-18,132,NA,Equipment Use,NA,NA,NA,0.1,A,35.7383,-75.8617,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8675,Jun,169,0.09531017980432487
1115989,1359753,CDF_2003_54_2217_007200      ,NONFED,ST-CACDF,ST/C&L,USCANEU,Nevada-Yuba-Placer Unit,CANEU,Nevada-Yuba-Placer Unit,NA,007200      ,NA,MOORE                    ,NA,NA,NA,NA,NA,2003,8685-07-01,146,NA,Equipment Use,NA,NA,NA,0.3,B,38.875,-121.33111111,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8685,Jul,182,0.26236426446749106
1053318,1183345,TFS_NC_232415,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS203,NCS Region 2 District 3,NA,03-083,NA,BACK IN BUISNESS,NA,NA,NA,NA,NA,2003,8685-07-08,153,NA,Equipment Use,NA,NA,NA,15,C,34.95,-79.5333,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8685,Jul,189,2.772588722239781
1592183,201610068,SFO-WV-2012-2012-32164,NONFED,ST-NASF,ST/C&L,USWVWVS,West Virginia Division of Forestry,WVDOF,West Virginia Division of Forestry,NA,2012-32164,NA,153 STARTHISTLE LN,NA,NA,NA,NA,NA,2012,8694-05-16,100,1231,Equipment Use,2456026.5,100,1308,1,B,37.70503091,-81.08737594,8,PRIVATE,WV,Raleigh,081,Raleigh,8694,May,136,0.6931471805599453
1110528,1352398,CDF_1995_54_2215_11016       ,NONFED,ST-CACDF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,NA,11016       ,NA,WALNUT                   ,NA,NA,NA,NA,NA,1995,8677-11-15,283,NA,Equipment Use,NA,NA,NA,1,B,39.415,-121.62305555,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8677,Nov,319,0.6931471805599453
6388,6417,FS-1430875,FED,FS-FIRESTAT,FS,USSCFMF,Francis Marion & Sumter National Forests,0812,Francis Marion-Sumter National Forest,39,24,B80D,CAINHOY,NA,NA,NA,NA,NA,2005,8687-12-16,313,1345,Equipment Use,2453684.5,314,1800,2.8,B,32.93333333,-79.81666667,5,USFS,SC,15,015,Berkeley,8687,Dec,350,1.33500106673234
1188628,1440967,SFO-2010-NENFS13066,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Department of Forestry,NENFS,Nebraska Forest Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,8692-11-13,281,NA,Equipment Use,NA,NA,NA,6,B,42.29692841,-97.4200592,14,MISSING/NOT SPECIFIED,NE,NA,NA,NA,8692,Nov,318,1.9459101490553132
1627043,201662994,SFO-CA-2012-TCU004264,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,NA,TCU004264,NA,HAUTLEY,NA,NA,NA,NA,NA,2012,8694-06-24,139,1914,Equipment Use,NA,NA,NA,0.1,A,38.100585,-120.86058,14,MISSING/NOT SPECIFIED,CA,CALAVERAS,009,Calaveras,8694,Jun,175,0.09531017980432487
1681547,201845870,SFO-2013TXTXS970,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,970,NA,9037,NA,NA,NA,NA,NA,2013,8695-04-18,71,1434,Equipment Use,2456363.5,71,1552,4.2,B,31.0251,-93.97903333,8,PRIVATE,TX,Jasper,241,Jasper,8695,Apr,108,1.6486586255873816
1496506,201168344,2011CACDFBEU002910,NONFED,ST-NASF,ST/C&L,USCABEU,San Benito-Monterey Unit,CABEU,CDF - San Benito-Monterey Unit,NA,BEU002910,NA,PEACH,NA,NA,NA,NA,NA,2011,8693-09-29,236,1309,Equipment Use,NA,NA,NA,3,B,36.187222,-120.821111,14,MISSING/NOT SPECIFIED,CA,MONTEREY,053,Monterey,8693,Sep,272,1.3862943611198906
1814035,300230814,SFO-2015453262015_227,NONFED,ST-NASF,ST/C&L,USNDNDS,North Dakota State Forest Service,45326,Local Fire Department,NA,2015_227,NA,BOB PRIVERATSKY 2,NA,NA,NA,NA,NA,2015,8697-08-28,204,1100,Equipment Use,NA,NA,NA,5,B,46.7724,-103.0226,8,PRIVATE,ND,Stark,089,Stark,8697,Aug,240,1.791759469228055
117105,118292,FS-343331,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,174,NA,0406,INTERSTATE,NA,NA,NA,NA,NA,1999,8681-09-02,209,1444,Equipment Use,2451387.5,209,1800,350,E,34.58444444,-118.70222222,5,USFS,CA,NA,NA,NA,8681,Sep,245,5.860786223465865
1110644,1352525,CDF_1997_54_2215_10810       ,NONFED,ST-CACDF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,NA,10810       ,NA,OPHIR                    ,NA,NA,NA,NA,NA,1997,8679-09-01,207,NA,Equipment Use,NA,NA,NA,2,B,39.45888888,-121.58388888,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8679,Sep,244,1.0986122886681098
516988,557094,SFO-NC01350606-3814,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS,North Carolina Division of Forest Resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-11-30,298,NA,Equipment Use,NA,NA,NA,1,B,35.01333998,-79.61005999,14,MISSING/NOT SPECIFIED,NC,Richmond,153,Richmond,8688,Nov,335,0.6931471805599453
1406724,19102726,SFO-GA-BRA-29-10/8/1997-1500,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,29,NA,NA,NA,NA,NA,NA,NA,1997,8679-11-14,281,1500,Equipment Use,2450729.5,281,1600,0.3,B,31.1723,-81.8179,8,PRIVATE,GA,Brantley            ,025,Brantley,8679,Nov,318,0.26236426446749106
309412,315548,W-562382,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,NA,NA,D44Z,UNNAMED FIRE 0761,NA,NA,NA,NA,NA,2000,8682-08-26,202,1115,Equipment Use,2451745.5,202,1115,0.3,B,35.121878,-119.471744,8,PRIVATE,CA,Kern,029,Kern,8682,Aug,238,0.26236426446749106
1124621,1370621,CDF_1997_54_2220_125         ,NONFED,ST-CACDF,ST/C&L,USCATGU,Tehama-Glenn Unit,CATGU,Tehama-Glenn Unit,NA,125         ,NA,99                       ,NA,NA,NA,NA,NA,1997,8679-08-09,184,NA,Equipment Use,NA,NA,NA,1,B,39.90611111,-122.00194444,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8679,Aug,221,0.6931471805599453
1366023,15033824,ALS-SER-20101222-001,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALSER,AFC Southeastern Region,001,SER-20101222-001,NA,NA,NA,NA,NA,NA,NA,2010,8693-01-27,356,NA,Equipment Use,2455552.5,356,NA,18.1,C,31.026365,-85.934366,14,MISSING/NOT SPECIFIED,AL,Geneva,061,Geneva,8693,Jan,27,2.9496883350525844
1744533,300083912,SFO-2014TXLFDX540436,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXLFDX,Local Fire Department,NA,540436,NA,87N 12/9/14,NA,NA,NA,NA,NA,2014,8697-01-14,343,NA,Equipment Use,NA,NA,NA,0.5,B,28.934865,-97.110386,14,MISSING/NOT SPECIFIED,TX,Victoria,469,Victoria,8697,Jan,14,0.4054651081081644
1377542,19073181,SFO-GA-HAN-10-2/6/1995-1120,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,10,NA,NA,NA,NA,NA,NA,NA,1995,8677-03-14,37,1120,Equipment Use,2449754.5,37,1400,11.21,C,33.2125,-83.1957,8,PRIVATE,GA,Hancock             ,141,Hancock,8677,Mar,73,2.502255288122613
261258,266305,W-517350,FED,DOI-WFMI,BIA,USSDCRA,Cheyenne River Agency,SDCRA,Cheyenne River Agency,106,NA,B4FE,FINKBEINER,NA,NA,NA,NA,NA,2005,8687-09-22,228,1445,Equipment Use,2453598.5,228,1600,112.4,D,45.3522,-101.3646,8,PRIVATE,SD,NA,NA,NA,8687,Sep,265,4.730921391293652
1383670,19079415,SFO-GA-EMA-13-2/2/1995-1540,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,13,NA,NA,NA,NA,NA,NA,NA,1995,8677-03-10,33,1540,Equipment Use,2449750.5,33,1710,3.55,B,32.2866,-82.3573,8,PRIVATE,GA,Emanuel             ,107,Emanuel,8677,Mar,69,1.5151272329628591
313018,319305,W-569151,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,NA,NA,D44Z,MORNING,NA,NA,NA,NA,NA,2006,8688-10-13,250,1207,Equipment Use,2453985.5,250,1432,1,B,38.622608,-120.720461,8,PRIVATE,CA,El Dorado,017,El Dorado,8688,Oct,287,0.6931471805599453
979343,1108072,TFS_FL_62669,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS6,FLS Suwannee Forestry Center,NA,0464,NA,NA,NA,NA,NA,NA,NA,1999,8681-11-24,292,NA,Equipment Use,NA,NA,NA,0.1,A,30.57,-83.24,14,MISSING/NOT SPECIFIED,FL,Hamilton,047,Hamilton,8681,Nov,328,0.09531017980432487
130443,131741,FS-357119,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,0312,Tonto National Forest,101,NA,8600,ALAMO,NA,NA,NA,NA,NA,2000,8682-08-17,193,0523,Equipment Use,2451736.5,193,0700,0.1,A,33.26666667,-111.16805556,5,USFS,AZ,NA,NA,NA,8682,Aug,229,0.09531017980432487
1100832,1340393,CDF_2003_53_2211_007252      ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,NA,007252      ,NA,MUNIZ.                   ,NA,NA,NA,NA,NA,2003,8685-10-25,262,NA,Equipment Use,NA,NA,NA,0.1,A,38.50805555,-123.13388888,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8685,Oct,298,0.09531017980432487
1536951,201392750,TFS-TXFD2009-209706,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXSFD,Cumby Fire Department,NA,209706,NA,116MM I-30,NA,NA,NA,NA,NA,2009,8691-08-12,187,NA,Equipment Use,NA,NA,NA,1,B,33.123509,-95.733899,13,STATE OR PRIVATE,TX,Hopkins,223,Hopkins,8691,Aug,224,0.6931471805599453
36972,37157,FS-1478832,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,116,69,E33M,NORTH,NA,NA,NA,NA,NA,2009,8691-09-08,214,1817,Equipment Use,2455045.5,214,1840,0.1,A,34.47666667,-118.29666667,14,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,8691,Sep,251,0.09531017980432487
807444,914376,ODF-81270,NONFED,ST-ORORS,ST/C&L,USOR771S,East Lane Unit - ODF,ORODF-771,East Lane Unit,041,81270,NA,LITTLE RIVER,NA,NA,NA,NA,NA,2008,8690-09-11,218,NA,Equipment Use,2454683.5,218,NA,0.01,A,43.54778,-123.04528,8,PRIVATE,OR,20,039,Lane,8690,Sep,254,0.009950330853168083
1233119,1633388,SFO-AZ-020138,NONFED,ST-NASF,ST/C&L,USAZAZS,Arizona State Forestry Division - State Office,AZAZS,Arizona State Forestry Division - State Office,NA,AZ-020138,NA,PANTHER,NA,NA,NA,NA,NA,2002,8684-04-16,70,1100,Equipment Use,NA,NA,NA,0.25,A,32.6617,-111.0427,14,MISSING/NOT SPECIFIED,AZ,NA,NA,NA,8684,Apr,107,0.22314355131420976
1812627,300228503,SFO-2015TXTXS3606,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,3606,NA,WHITLEY,2952574,Whitley,NA,NA,NA,2015,8697-11-20,288,1456,Equipment Use,2457312.5,290,1506,750,E,31.62365,-99.04626667,14,MISSING/NOT SPECIFIED,TX,Brown,049,Brown,8697,Nov,324,6.621405651764134
1735174,300025471,W-671119,FED,DOI-WFMI,BIA,USSDCRA,Cheyenne River Agency,SDCRA,Cheyenne River Agency,31,NA,JAN9,ROLL EM,NA,NA,NA,NA,NA,2014,8696-09-07,214,1142,Equipment Use,2456871.5,214,1245,19.3,C,44.8786,-100.9988,9,TRIBAL,SD,NA,NA,NA,8696,Sep,251,3.0106208860477417
446008,480224,SFO-GA0261-36-023-0005-10,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA McRae,"GAS Ogeechee District, McRae Office",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,8689-12-04,302,NA,Equipment Use,NA,NA,NA,0.41,B,32.41931954,-83.22793891,14,MISSING/NOT SPECIFIED,GA,Bleckley,023,Bleckley,8689,Dec,338,0.3435897043900769
